Country,Authors,Year,Title,Journal or book,Volume,Pages,Theory,Practice,Water,Energy,Financial,Environment,Mining,Industrial,Services/Public,Procurement,Health,Transport,Other
ES,"Escribano Rodenas, M.C., Fernandez Barberis, G.",2006,Nuevos criterios generalizados para modelar las preferencias del decisor en los métodos de relaciones de superación.,Rect@,7(1),95-117.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Escribano Rodenas, M.C., Garcia Centeno, M.C., Fernandez Barberis, G.",2009,Métodos de Ayuda a la Decisión Multicriterio con Nuevos Criterios Generalizados: una aplicación a los mercados financieros.,Rect@,17(1),107-.,0,1,0,0,1,0,0,0,0,0,0,0,0
IR,"Eshlaghy, A.T., Pourebrahimi, A., Nobari, B.Z.",2011,Presenting a Model for Ranking Organizations Based on the Level of the Information Security Maturity.,Computer and Information Science,4(1),72-78.,1,0,0,0,0,0,0,0,0,0,0,0,0
IR,"Esmaelian, M., Tavana, M., Santos Arteaga, F.J., Mohammadi, S.",2015,A multicriteria spatial decision support system for solving emergency service station location problems.,International Journal of Geographical Information Science,29(7),1187-1213.,1,1,0,0,0,0,0,0,1,0,0,0,0
FR,"Espinasse, B., Picolet, G., Chouraqui, E.",1997,Negotiation support systems: A multicriteria and multi-agent approach., European Journal of Operational Research,103, 389–409.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Espinilla, M., Halouani, N., Chabchoub, H.",2015,Pure linguistic PROMETHEE I and II methods for heterogeneous MCGDM problems.,International Journal of Computational Intelligence Systems,8(2),250-264.,1,0,0,0,0,0,0,0,0,0,0,0,0
DE,"Esser, J.",2001,"Complete, consistent and compatible preference relations.",OR Spektrum,23(2),183-201.,1,0,0,0,0,0,0,0,0,0,0,0,0
AU,"Estévez, R.A., Walshe, T., Burgman, M.A.",2013,Capturing social impacts for decision-making: a Multicriteria Decision Analysis perspective.,Diversity and Distributions,19,608-616,0,1,0,0,0,0,0,0,1,0,0,0,0
FR,"Eygue, M., Richard-Forget, F., Cappelier, J-M., Pinson-Gadais, L., Membré, J-M.",2020,Development of a risk-ranking framework to evaluate simultaneously biological and chemical hazards related to food safety: Application to emerging dietary practices in France.,Food Control,115,.,0,1,0,0,0,0,0,0,0,0,0,0,1
IR,"Faghihinia, E., Mollaverdi, N.",2012,Building a maintenance policy through a multi-criterion decision-making model.,Journal of Industrial Engineering International,8,.,0,1,0,0,0,0,0,1,0,0,0,0,0
ID,"Fahmi, A., Asvial, M., Gunawan, D.",2013,Combined-order algorithm using promethee method approach and analytic hierarchy decision for chunk allocation in LTE uplink systems.,International Journal of Communication Networks and Information Security,5(1),39-47.,0,1,0,0,0,0,0,0,1,0,0,0,0
GB,"Faithfull, P., Vinsome, A., Jennings, P.",2006,Decision support system for hybrid vehicle related decisions - Building the business case.,IET Conference Publications,526,9-26.,0,1,0,0,0,0,0,1,0,0,0,0,0
IR,"Fallahpour, S., Safari, H., Omrani, N.",2014,Portfolio Selection Using Combination of Logarithmic Fuzzy Preference Programming Method and PROMETHEE.,راهبرد مدیریت مالی,2(2),.,0,1,0,0,1,0,0,0,0,0,0,0,0
CN,"Fan, Z-P., Xi, Y., Liu, Y.",2017,Supporting consumer’s purchase decision: a method for ranking products based on online multi-attribute product ratings.,Soft Computing,in Press,.,0,1,0,0,0,0,0,0,1,0,0,0,0
CN,"Fang, F., Wang, N.",2014,Optimal hierarchical decision-making for heat source selection of district heating systems.,Mathematical Problems in Engineering,2014,594862,0,1,0,0,0,0,0,0,1,0,0,0,0
CN,"Fang, X.",2006,Using PROMETHEE in the bank's performance measurement.,Collected Essays on Finance and Economics,1,.,0,1,0,0,1,0,0,0,0,0,0,0,0
CN,"Fanghui, J., Dexue, L.",2003,Fuzzy PROMETHEE for Environmental Assessment of Construction Project.,Journal of Industrial Engineering and Engineering Management,,85-89.,0,1,0,0,0,1,0,0,0,0,0,0,0
IR,"Farashi, A., Naderi, M., Parvian, N.",2016,Identifying a preservation zone using multi–criteria decision analysis.,Animal Biodiversity and Conservation,39(1),29-36.,0,1,0,0,0,1,0,0,0,0,0,0,0
BR,"Farias, P.A., de Lima, C.M., Monteiro, S.B.S., Bittencourt Reis, A.C.",2020,Proposal of a prioritizing method for it infrastructure projects.,RISTI,2020,763-776.,0,1,0,0,0,0,0,0,1,0,0,0,0
BR,"Farias, P.A., Do Nascimento, M.L., Bittencourt Reis, A.C., Monteiro, S.B.S., Mariano, A.M.",2020,Application of the promethee ii method to select companies that use chemical products regulated by opcw.,RISTI,2020,163-176.,0,1,0,0,0,0,0,0,0,0,0,0,1
ID,"Fatmawati, K., Sundari, R., Windarto, A.P., Istianingsih, N., Hotmansyah, E., Susriyanti, S.",2019,Analysis of Promothee II Method in the Selection of the Best Formula for Infants under Three Years.,Journal of Physics: Conference Series,1255(1),.,1,0,0,0,0,0,0,0,0,0,1,0,-1
CN,"Feng, F., Xu, Z., Fujita, H., Liang, M.",2020,Enhancing PROMETHEE method with intuitionistic fuzzy soft sets.,International Journal of Intelligent Systems,35(7),1071-1104.,1,0,0,0,0,0,0,0,0,0,0,0,0
CN,"Feng, X., Tan, Q., Wei, C.",2017,Hesitant fuzzy linguistic multi-criteria decision making based on possibility theory.,International Journal of Machine Learning and Cybernetics,9(9),1505-1517.,1,0,0,0,0,0,0,0,0,0,0,0,0
CN,"Feng, Y.-X., Gao, Y.-C., Song, X., Tan, J.-R.",2013,Equilibrium design based on design thinking solving: An integrated multicriteria decision-making methodology.,Advances in Mechanical Engineering,5,.,0,1,0,0,0,0,0,1,0,0,0,0,0
ES,"Fernández Barberis, G.M.",1993,New Preference Structures for Multiple Criteria Decision Making: its extension to PROMETHEE Methods.,Central European Journal for Operations Research and Economics,2(1),23-51.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M.",2002,Los Métodos PROMETHEE: Una metodología de Ayuda a la Toma de Decisiones Multicriterio Discreta., Revista Electrónica de Comunicaciones y Trabajos de ASEPUMA,1,5-28.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M.",2013,"Semi Orders, Intervals Orders and Pseudo Orders Preference Structures in Multiple Criteria Decision Aid Methods.", Revista Electrónica de Comunicaciones y Trabajos de ASEPUMA,14,1-19.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M., Escribano Ródenas, M.C.",1999,Modelo de minimización del impacto humano en una zona protegida.,Act@,7(1),19-.,0,1,0,0,0,1,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M., Escribano Ródenas, M.C.",2006,Nuevos criterios generalizados para modelar las preferencias del decisor en los métodos de relaciones de superación., Revista Electrónica de Comunicaciones y Trabajos de ASEPUMA,7, 95–117.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M., Escribano Ródenas, M.C.",2014,Weight Stability Intervals in Multicriteria Decision Aid Under Semiorder Preference Structures.,Annals of Management Science,3(1),67-86.,1,0,0,0,0,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M., Gutiérrez, M., Palomo, R.",2014,The inadequacy of the dimension of assets to classify financial institutions: application to cooperative banks.,International Journal of Operational Research,20(2),.,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M., Heras, A., Vilar, J., Gil, J.",1993,Decisiones Óptimas en la modalidad de reaseguro cuota-parte. Una aplicación de los Métodos PROMETHEE.,Prevision y Seguro: Revista Técnica de Seguros,25,11-27.,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Fernández Barberis, G.M., Jiménez, D., Escribano Ródenas, M.C.",2011,Un modelo de decisión multicriterio aplicado a las nuevas figuras comerciales de local y corner franquiciados.,Analisis Multicriteri para la Toma de Decisiones. Métodos y Aplicaciones.,ISBN 978-607-402-378-7,369-388,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Fernández-Castro, A.S.",2002,CAPITAL BUDGETING IN HEALTH ORGANIZATIONS: APPLICATION OF THE MULTICRITERIA METHOD PROMETHEE V.,Fuzzy Economic Review,7(2),93-107.,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Fernández-Castro, A.S., Jiménez, M.",2005,PROMETHEE: An extension through fuzzy mathematical programming., Journal of the Operational Research Society,56, 119–122.,1,0,0,0,0,0,0,0,0,0,0,0,0
CA,"Fertel, C, Waaub, J.P.",2013,"Climate change, uncertainty and ethical perspectives: the role of decision-making tools.",International Social Science Journal,64(211-212),39-54.,0,1,0,0,0,1,0,0,0,0,0,0,0
CA,"Fettaka, S., Gupta, Y.P., Thibault, J.",2012,Multiobjective optimization of an industrial styrene reactor using the dual population evolutionary algorithm (DPEA).,International Journal of Chemical Reactor Engineering,10(1),.,0,1,0,0,0,0,0,1,0,0,0,0,0
PT,"Figueira, J., De Smet, Y., Brans, J.P.",2004,MCDA methods for sorting and clustering problems: Promethee TRI and Promethee CLUSTER.,"Université Libre de Bruxelles. Service de Mathématiques de la Gestion, Working Paper", 2004/02,.,1,0,0,0,0,0,0,0,0,0,0,0,0
PT,"Figueira, J., Greco, S., Ehrgott, M., Weistroffer, H., Smith, C., Narula, S.",2005,Multiple Criteria Decision Support Software., Springer New York, ISBN: 978-0-387-23081-8,.,1,0,0,0,0,0,0,0,0,0,0,0,0
IR,"Firouzabadi, A.K., Ghazimatin, E.",2013,Application of preference ranking organization method for enrichment evaluation method in energy planning - Regional level.,Iranian Journal of Fuzzy Systems,10(4),67-81.,0,1,0,1,0,0,0,0,0,0,0,0,0
PL,"Florczak-Strama, M., Parkitna, A.",2016,Project Appraisal in the Transport Sector.,ISAT 2015,ISBN 978-3-319-28565-8,63-73.,0,1,0,0,0,0,0,0,0,0,0,1,0
BR,"Fofan, A.C., Oliveira, L.A.B.D., Melo, F.J.C.D., Medeiros, D.D.D.",2019,An Integrated Methodology Using PROMETHEE and Kano’s Model to Rank Strategic Decisions.,EMJ - Engineering Management Journal,31(4),270-283.,0,1,0,0,0,0,0,0,0,0,0,0,1
CY,"Fokaides, P.A., Tofas, L., Polycarpou, P., Kylili, A.",2015,Sustainability aspects of energy crops in arid isolated island states: the case of Cyprus.,Land Use Policy,49,264-272.,0,1,0,0,0,1,0,0,0,0,0,0,0
BR,"Fontana, M., Cavalcante, C.",2014,Use of Promethee method to determine the best alternative for warehouse storage location assignment.,International Journal of Advanced Manufacturing Technology,70(9-12),1615-1624.,0,1,0,0,0,0,0,1,0,0,0,0,0
BR,"Fontana, M.E., Morais, D.C.",2013,Using Promethee V to Select Alternatives so as to Rehabilitate Water Supply Network with Detected Leaks.,Water Resources Management,27(11),4021-4037,0,1,1,0,0,0,0,0,0,0,0,0,0
BR,"Fontana, M.E., Morais, D.C.",2017,Water distribution network segmentation based on group multi-criteria decision approach.,Producao,27,1-13.,0,1,1,0,0,0,0,0,0,0,0,0,0
AT,"Fontana, V., Radtke, A., Bossi Fedrigotti, V., Tappeiner, U., Tasser, E., Zerbe, S., Buchholz, T.",2013,Comparing land-use alternatives: Using the ecosystem services concept to define a multi-criteria decision analysis., Ecological Economics,93, 128-136.,0,1,0,0,0,1,0,0,0,0,0,0,0
FR,"Fonteix, C., Massebeuf, S., Pla, F., Kiss, L.",2004,Multicriteria optimization of an emulsion polymerization process.,European Journal of Operational Research,153(2),350-359.,0,1,0,0,0,0,0,1,0,0,0,0,0
DK,"Franco, C., Hougaard, J.L., Nielsen, K.",2017,An axiomatic approach to the estimation of interval-valued preferences in multi-criteria decision modeling.,17th Joint World Congress of International Fuzzy Systems Association and 9th International Conference on Soft Computing and Intelligent Systems,2017,.,1,0,0,0,0,0,0,0,0,0,0,0,0
PL,"Franz, K.W., Romanowski, J., Johst, K., Grimm, V.",2013,Ranking Landscape Development Scenarios Affecting Natterjack Toad (Bufo calamita) Population Dynamics in Central Poland.,PLoS ONE,8(5),e64852,0,1,0,0,0,1,0,0,0,0,0,0,0
CA,"Frenette, C.D., Beauregard, R., Abi-Zeid, I., Derome, D., Salenikovich, A.",2010,Multicriteria decision analysis applied to the design of light-frame wood wall assemblies.,Journal of Building Performance Simulation,3(1),33-52.,0,1,0,0,0,0,0,1,0,0,0,0,0
AU,"Friend, A.J., Ayoko, G.A.",2009,"Multi-criteria ranking and source apportionment of fine particulate matter in Brisbane, Australia.",Environmental Chemistry,6(5),398-406.,0,1,0,0,0,1,0,0,0,0,0,0,0
AU,"Friend, A.J., Ayoko, G.A., Elbagir, S.G.",2011,"Source apportionment of fine particles at a suburban site in Queensland, Australia.",Environmental Chemistry,8(2),163-173.,0,1,0,0,0,1,0,0,0,0,0,0,0
AU,"Friend, A.J., Ayoko, G.A., Guo, H.",2011,Multi-criteria ranking and receptor modelling of airborne fine particles at three sites in the Pearl River Delta region of China., Science of The Total Environment, 409(4), 719-737.,0,1,0,0,0,1,0,0,0,0,0,0,0
TN,"Frikha, A.",2014,On the use of a multi-criteria approach for reliability estimation in belief function theory.,Information Fusion,18,20-32.,1,0,0,0,0,0,0,0,0,0,0,0,0
TN,"Frikha, H., Chabchoub, H., Martel, J-M.",2010,Inferring criteria's relative importance coefficients in PROMETHEE II.,International Journal of Operational Research,7(2),257-275.,1,0,0,0,0,0,0,0,0,0,0,0,0
TN,"Frikha, H., Chabchoub, H., Martel, J-M.",2011,An interactive disaggregation approach inferring the indifference and the preference thresholds of PROMETHEE II., International Journal of Multicriteria Decision Making, 1(4), 365-393.,1,0,0,0,0,0,0,0,0,0,0,0,0
TN,"Frikha, H., Chabchoub, H., Martel, J-M.",2017,Location of a new banking agency in Sfax: A multi-criteria approach., International Journal of Information and Decision Sciences,9(1),45-76.,0,1,0,0,0,0,0,0,1,0,0,0,0
CA,"Frini, A., Guitouni, A., Martel, J-M.",2012,A general decomposition approach for multi-criteria decision trees., European Journal of Operational Research, 220(2), 452-460.,1,0,0,0,0,0,0,0,0,0,0,0,0
SG,"Fungyuen, K.K., Haur, L.",2019,Towards a Students Admission Selection Approach Using PROMETHEE II.,"2018 IEEE International Conference on Teaching, Assessment, and Learning for Engineering",2018,696-699.,0,1,0,0,0,0,0,0,1,0,0,0,0
SK,"Furkova, A.",2013,ALTERNATIVE APPROACHES TO EFFICIENCY EVALUATION OF HIGHER EDUCATION INSTITUTIONS.,Journal on Efficiency and Responsibility in Education and Science,6(3),167-178.,0,1,0,0,0,0,0,0,1,0,0,0,0
SK,"Furkova, A.",2014,MULTIPLE SELECTIONS OF ALTERNATIVES UNDER CONSTRAINTS: CASE STUDY OF EUROPEAN COUNTRIES IN AREA OF RESEARCH AND DEVELOPMENT.,Trendy v podnikání,5(1),73-88.,0,1,0,0,0,0,0,0,1,0,0,0,0
SK,"Furkova, A., Surmanova, K.",2015,Multiple selections of alternatives under constraints based on DEA results: Case study of slovak higher education institutions.,Proceedings of the 11th International Conference on Strategic Management and Its Support by Information Systems,ISBN 978-802483741-3,192-199.,0,1,0,0,0,0,0,0,1,0,0,0,0
FR,"Gabriel, A., Camargo, M., Monticolo, D., Boly, V., Bourgault, M.",2016,Improving the idea selection process in creative workshops through contextualisation.,Journal of Cleaner Production,135,1503-1513.,0,1,0,0,0,0,0,0,1,0,0,0,0
GR,"Gaganis, C.",2016,Assessing the overall performance of microfinance institutions.,"International Journal of Banking, Accounting and Finance",7(1),52-83.,0,1,0,0,1,0,0,0,0,0,0,0,0
GR,"Gagatsi, E., Giannopoulos, G., Aifantopoulou, G., Charalampous, G.",2017,Stakeholders-based multi-criteria policy analysis in maritime transport: from theory to practice.,Transportation Research Procedia,22,655-664.,0,1,0,0,0,0,0,0,0,0,0,1,0
FR,"Galariotis, E., Germain, C., Zopounidis, C.",2017,"A combined methodology for the concurrent evaluation of the business, financial and sports performance of football clubs: the case of France.",Annals of Operations Research,in Press,.,0,1,0,0,0,0,0,0,1,0,0,0,0
PL,"Galinska, B.",2020,MCDM as the tool of intelligent decision making in transport. Case study analysis.,Advances in Intelligent Systems and Computing,1091,67-79.,0,1,0,0,0,0,0,0,0,0,0,1,0
ES,"Gallego, A., Calafat, C., Segura, M., Quintanilla, I.",2019,Land planning and risk assessment for livestock production based on an outranking approach and GIS.,Land Use Policy,83,606-621.,0,1,0,0,0,1,0,0,0,0,0,0,0
KR,"Gao, R., Nam, H.O., Ko, W.I., Jang, H.",2018,Integrated system evaluation of nuclear fuel cycle options in China combined with an analytical MCDM framework.,Energy Policy,114,221-233.,0,1,0,1,0,0,0,0,0,0,0,0,0
CN,"Gao, Y., Tang, X.-P., Zhou, X.-H.",2007,Fuzzy programming of group multi-criteria decision making method based on PROMETHEE.,Systems Engineering and Electronics,29(2),205-208.,1,0,0,0,0,0,0,0,0,0,0,0,0
MX,"Garcia, V., Marqués, A.I., Cleofas-Sanchez, L., Sanchez, J.S.",2016,Model Selection for Financial Distress Prediction by Aggregating TOPSIS and PROMETHEE Rankings.,Hybrid Artificial Intelligent Systems,9648,524-535.,0,1,0,0,0,0,0,0,1,0,0,0,0
MX,"Garcia, V., Sanchez, J.S., Marqués, A.I.",2019,Synergetic application of multi-criteria decision-making models to credit granting decision problems.,Applied Sciences (Switzerland),9(23),.,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Garcia-Centeno, M.C., Minguez-Salido, R.",2010,The Discrete Multicriteria Decision Methods And ARSV Model Used To Choice The Best Exchange Rate.,International Journal of Management & Information Systems,14(4),51-57.,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Garcia-Centeno, M.C., Uxo, J., Minguez-Salido, R.",2011,Rankings In The Euro Zone Based On Macroeconomic Information.,Review of Business Information Systems,15(5),31-39.,0,1,0,0,1,0,0,0,0,0,0,0,0
ES,"Garcia-Centeno, M.C., Fernandez-Avilés, G.",2014,Pollution And Environmental Indicators Using A Multicriteria Analysis.,International Business & Economics Research Journal,13(7),1581-1586.,0,1,0,0,0,1,0,0,0,0,0,0,0
CA,"Garner, M.J., Carson, C., Lingohr, E.J., Fazil, A., Edge, V.L., Trumble Waddell, J.",2015,An Assessment of Antimicrobial Resistant Disease Threats in Canada.,PLoS ONE,10(4),.,0,1,0,0,0,0,0,0,0,0,1,0,0
IN,"Gaur, G., Velmurugan, T., Prakasam, P., Nandakumar, S.",2020,Application specific thresholding scheme for handover reduction in 5G Ultra Dense Networks.,Telecommunication Systems,in Press,.,0,1,0,0,0,0,0,0,1,0,0,1,0
IN,"Gayathri, M., Shunmugan, S., Thajuddin, N., Muralitharan, G.",2017,Phytohormones and free volatile fatty acids from cyanobacterial biomass wet extract (BWE) elicit plant growth promotion.,Algal Research,26,56-64.,0,1,0,0,0,1,0,0,0,0,0,1,0
IN,"Gayathri, M., Shunmugan, S., Mugasundari, A.V., Rahman, P.K.S.M., Muralitharan, G.",2018,Growth kinetic and fuel quality parameters as selective criterion for screening biodiesel producing cyanobacterial strains.,Bioresource Technology,247,453-462.,0,1,0,1,0,0,0,0,0,0,0,0,0
MX,"Gaytan Iniestra, J., Garcia Gutiérrez, J.",2009,Multicriteria decisions on interdependent infrastructure transportation projects using an evolutionary-based framework., Applied Soft Computing, 9(2), 512-526.,0,1,0,0,0,0,0,0,0,0,0,1,0
AU,"Gbeddy, G., Egodawatta, P., Goonetilleke, A., Akortia, E., Glover, E.T.",2020,"Influence of photolysis on source characterization and health risk of polycyclic aromatic hydrocarbons (PAHs), and carbonyl-, nitro-, hydroxy- PAHs in urban road dust.",Environmental Pollution,in Press,.,0,1,0,0,0,1,0,0,0,0,0,0,0
AU,"Gbeddy, G., Egodawatta, P., Goonetilleke, A., Ayoko, G.A., Jayarathne, A., Chen, L., Russell, S.",2020,"Optimized simultaneous pressurized fluid extraction and in-cell clean-up, and analysis of polycyclic aromatic hydrocarbons (PAHs), and nitro-, carbonyl-, hydroxy -PAHs in solid particles.",Analytica Chimica Acta,1125,19-28.,0,1,0,0,0,0,0,0,0,0,0,0,1
AU,"Gbeddy, G., Goonetilleke, A., Ayoko, G.A., Egodawatta, P.",2019,"Transformation and degradation of polycyclic aromatic hydrocarbons (PAHs) in urban road surfaces: Influential factors, implications and recommendations.",Environmental Pollution,in Press,.,0,1,0,0,0,1,0,0,0,0,0,0,0
AU,"Gbeddy, G., Goonetilleke, A., Ayoko, G.A., Egodawatta, P.",2020,Application of multivariate data techniques in photochemical study of polycyclic aromatic hydrocarbons (PAHs) and transformed PAH products in road dust.,Ecotoxicology and environmental Safety,196,.,0,1,0,0,0,1,0,0,0,0,0,0,0
DE,"Geldermann, J., Lerche, N., Sepulveda, J.D.",2018,Combining multi-criteria decision analysis and design thinking.,European Journal of Industrial Engineering,12(5),708-739.,0,1,0,0,0,0,0,1,0,0,0,0,0
DE,"Geldermann, J., Ludwig, J.",2007,Some thoughts on weighting in participatory decision making and e-democracy.,"International Journal of Technology, Policy and Management",7(2),178-189.,0,1,0,0,0,0,0,0,1,0,0,0,0
DE,"Geldermann, J., Rentz, O.",2001,Integrated technique assessment with imprecise information as a support for the identification of best available techniques (BAT)., OR Spektrum,23, 137–157.,1,0,0,0,0,0,0,0,0,0,0,0,0
DE,"Geldermann, J., Rentz, O.",2004,Integrierte Technikbewertung bei unvollständigen Informationen als Unterstützung für die Bestimmung von Besten Verfügbaren Techniken (BVT).,Produktion und Umwelt,ISBN 978-3-642-62083-6,69-89.,0,1,0,0,0,0,0,1,0,0,0,0,0
DE,"Geldermann, J., Rentz, O.",2005,Multi-criteria analysis for technique assessment case study from industrial coating., Journal of Industrial Ecology, 9(3), 127–142.,0,1,0,0,0,0,0,1,0,0,0,0,0
DE,"Geldermann, J., Schöbel, A.",2011,On the Similarities of Some Multi-Criteria Decision Analysis Methods., Journal of Multicriteria Decision Analysis, 18(3-4), 219-230.,1,0,0,0,0,0,0,0,0,0,0,0,0
DE,"Geldermann, J., Zhang, K.",2001,Review: 'Decision Lab 2000'., Journal of Multi-Criteria Decision Analysis,10, 317–323.,1,0,0,0,0,0,0,0,0,0,0,0,0
DE,"Geldermann, J., Spengler, T., Rentz, O.",2000,Fuzzy outranking for environmental assessment. Case study: Iron and steel making industry., Fuzzy Sets and Systems,115, 45–65.,0,1,0,0,0,1,0,1,0,0,0,0,0
DE,"Geldermann, J., Treitz, M.",2011,Quantifying eco-efficiency with multi-criteria analysis.,Handbook of Environmental Policy,2011,183-204.,0,1,0,0,0,1,0,0,0,0,0,0,0
DE,"Geldermann, J., Zhang, K, Rentz, O.",2003,Sensitivitätsanalysen für das Outranking-Verfahren PROMETHEE.,Multi-Criteria- und Fuzzy-Systeme in Theorie und Praxis,ISBN 978-3-8244-7864-4,127-151.,1,0,0,0,0,0,0,0,0,0,0,0,0
TR,"Genc, T.",2013,PROMETHEE Method and GAIA Plane.,Journal of Economics & Administrative Sciences,15(1),121-141.,1,0,0,0,0,0,0,0,0,0,0,0,0
TR,"Genc, T.",2013,"VISUAL ANALYSIS FOR MULTI CRITERIA DECISION PROBLEMS BY PROMETHEE METHOD AND GAIA PLANE: AN APPLICATION, DETERMINE THE LEVEL OF REGIONAL SOCIO-ECONOMIC DEVELOPMENT IN TURKEY.",Trakya University Journal of Social Science,15(2),111-130.,0,1,0,0,0,0,0,0,1,0,0,0,0
TR,"Genc, T.",2014,Sensitivity analysis on PROMETHEE and TOPSIS weights.,International Journal of Management and Decision Making,13(4),403-421.,1,0,0,0,0,0,0,0,0,0,0,0,0
TR,"Genc, T.",2015,Application of ELECTRE III and PROMETHEE II in evaluating the military tanks.,International Journal of Procurement Management,8(4),457-475.,0,1,0,0,0,0,0,0,0,1,0,0,0
TR,"Genc, T.",2015,PROMETHEE Yöntemi ve GAIA Düzlemi.,Afyon Kocatepe Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,15(1),133-154.,0,1,0,0,0,0,0,0,0,0,0,0,1
TR,"Genc, T, Masca, M.",2015,THE COMPARISON OF THE OUTRANKING RESULTS OF TOPSIS AND PROMETHEE METHODS.,Journal of Economics and Management Sciences,15(2),539-566.,1,0,0,0,0,0,0,0,0,0,0,0,0
CN,"Geng, X., Wang, J.",2019,Evaluation of product service system design based on complex network and PROMETHEE Ⅱ.,Computer Integrated Manufaturing Systems,5(9),2324-2333.,0,1,1,1,0,1,0,0,0,0,0,0,0
GR,"Georgiou, D., Mohammed, E., Rozakis, S.",2015,Multi-criteria decision making on the energy supply configuration of autonomous desalination units.,Renewable Energy,75,459-467.,0,1,1,1,0,1,0,0,0,0,0,0,0
GR,"Georgopoulou, E., Sarafidis, Y., Diakoulaki, D.",1998,Design and implementation of a group DSS for sustaining renewable energies exploitation., European Journal of Operational Research,109, 483–500.,0,1,0,1,0,1,0,0,0,0,0,0,0
PT,"Gervasio, H., Santos, P., Martins, R., Simões da Silva, L.",2014,A macro-component approach for the assessment of building sustainability in early stages of design.,Building and Environment,73,256-270.,0,1,0,0,0,1,0,1,0,0,0,0,0
PT,"Gervasio, H., Simões da Silva, L.",2012,A probabilistic decision-making approach for the sustainable assessment of infrastructures., Expert Systems with Applications, 39(8), 7121-7131.,0,1,0,0,0,1,0,0,0,0,0,0,0
AU,"Ghaffariyan, M.R., Brown, M.",2013,Selecting the efficient harvesting method using multiple-criteria analysis: A case study in south-west Western Australia.,Journal of forest Science,59(12),479-486.,0,1,0,0,0,1,0,0,0,0,0,0,0
CA,"Ghafghazi, S., Sowlati, T., Sokhansanj, S., Melin, S.",2010,A multicriteria approach to evaluate district heating system options., Applied Energy, 87(4), 1134-1140.,0,1,0,1,0,0,0,0,0,0,0,0,0
IR,"Ghandi, M., Roozbahani, A.",2019,Tehran's drinking water supply management in pre crisis situations using the fuzzy PROMETHEE II method.,Journal of Water and Wastewater,30(4),1-15.,0,1,1,0,0,0,0,0,0,0,0,0,0
IR,"Ghandi, M., Roozbahani, A.",2020,Risk Management of Drinking Water Supply in Critical Conditions Using Fuzzy PROMETHEE V Technique.,Water Resources Management,34(2),595-615.,0,1,1,0,0,0,0,0,0,0,0,0,0
IR,"Gharahi, A.R., Kheirkhah, A.S., Bagheri, A., Ahmadi, M.",2014,Improving Patient Flow Management Process in Emergency Department Using Simulation and PROMETHEE Method.,Journal of Health Administration,17(57),11-25.,0,1,0,0,0,0,0,0,0,0,1,0,0
EG,"Ghareeb, A.M., Darwish, N.R., Hefney, H.A.",2020,Assessing the Performance of E-government Services Through Multi-criteria Analysis: The Case of Egypt.,Advances in Intelligent Systems and Computing,1058,711-721.,0,1,0,0,0,0,0,0,1,0,0,0,0
IR,"Ghasemi, A., Nadiri, M.",2016,Performance assessment of Iranian petrochemical companies using sustainable excellence model.,Safety Science,87,280-291.,0,1,0,0,0,1,0,1,0,0,0,0,0
IR,"Ghasemi, P., Talebi, E.",2014,An Integrated FAHP-PROMETHEE Approach for Selecting the Best Flexible Manufacturing System.,European Online Journal of Natural and Social Sciences,3(4), 1137-1150.,0,1,0,0,0,0,0,1,0,0,0,0,0
MY,"Ghazilla, R.A.R., Taha, Z., Yusoff, S., Rashid, S.H.A., Sakundarini, N.",2014,Development of decision support system for fastener selection in product recovery oriented design.,International Journal of Advanced Manufacturing Technology,70(5-8),1403-1413,0,1,0,0,0,0,0,1,0,0,0,0,0
IR,"Ghazinoory, S., Daneshmand-Mehr, M., Arasti, M.R.",2014,Developing a model for integrating decisions in technology roadmapping by fuzzy PROMETHEE.,Journal of Intelligent and Fuzzy Systems,26(2),625-645,0,1,0,0,0,0,0,0,0,0,0,0,1
IR,"Ghazinoory, S., Daneshmand-Mehr, M., Azadegan, A.",2013,Technology selection: application of the PROMETHEE in determining preferences—a real case of nanotechnology in Iran.,Journal of the Operational Research Society,64,884-897.,0,1,0,0,0,0,0,1,0,0,0,0,0
IR,"Ghazinoory, S., Divsalar, A., Soofi, A.S.",2009,A new definition and framework for the development of a national technology strategy: The case of nanotechnology for Iran., Technological Forecasting and Social Change, 76(6), 835-848.,0,1,0,0,0,0,0,1,0,0,0,0,0
